,road,LRPName,type,name,condition,length,chainage,lat,lon,Proportion truck
2216,N4,LRP071b,PC Girder Bridge,BARO PC GIDER BRIDGE,A,26.0,72.502,24.3550059526162,89.938910628779,0.28862303002415735
2218,N4,LRP072a,RCC Girder Bridge,Sholakuria Bridge,A,85.2,73.276,24.3592614756218,89.9449837885572,0.28862303002415735
2220,N4,LRP074a,Truss with RCC Slab,Bangra Bridge,B,93.1,74.8,24.3676664078431,89.9564140521568,0.28862303002415735
2222,N4,LRP074c,RCC Girder Bridge,Dhunail Bridge,C,45.8,75.411,24.3710994908396,89.9609856984732,0.28862303002415735
2224,N4,LRP075a,RCC Girder Bridge,Bagutia Bridge,A,86.75,76.222,24.3745406781211,89.9684900652657,0.28862303002415735
2226,N4,LRP076a,RCC Girder Bridge,Chatipara Bridge,C,40.64,77.366,24.3780138460176,89.9776728681416,0.28862303002415735
2228,N4,LRP078a,RCC Girder Bridge,Kalihati Bridge,B,36.73,78.987,24.3854911571428,89.9906852742857,0.28862303002415735
2230,N4,LRP079a,RCC Girder Bridge,Hamidpur Bazar Bridge,A,74.15,79.791,24.3889446692682,89.9953660370731,0.28862303002415735
2232,N4,LRP081a,Box Culvert,RAYPUR BOX CULVERT,A,3.0,82.193,24.4105734407407,89.9914418690235,0.28862303002415735
2233,N4,LRP081b,Box Culvert,KADOMTOLI BOX CULVERT,A,3.0,82.421,24.4125992629629,89.9916017760942,0.28862303002415735
2234,N4,LRP082a,PC Girder Bridge,Raikhali Bridge,A,35.0,83.439,24.4216895164705,89.9904244717647,0.28862303002415735
2235,N4,LRP083a,PC Girder Bridge,NAZONBAG PC GIDER BRIDGE,A,48.0,84.466,24.4303779721442,89.9884686637274,0.28862303002415735
2237,N4,LRP084a,Box Culvert,BAMON SO SAN BOX CULVERT,A,3.0,84.767,24.432975107515,89.9879241191382,0.28862303002415735
2238,N4,LRP084b,RCC Girder Bridge,Dhopajani Bridge,B,24.95,85.38,24.4385375777114,89.9855299984079,0.28862303002415735
2240,N4,LRP085a,Box Culvert,OMALIPUR CULVERT,A,3.0,86.148,24.4446135219858,89.9822558567375,0.28862303002415735
2241,N4,LRP086a,RCC Girder Bridge,Gologram Bridge,B,18.7,87.256,24.4541744752809,89.9788596807383,0.28862303002415735
2243,N4,LRP087a,Box Culvert,GANGAIL CULVERT,A,2.5,88.543,24.4651938303385,89.9756968934895,0.28862303002415735
2244,N4,LRP090a,PC Girder Bridge,Baniapara Bridge,B,43.4,90.982,24.4870495992,89.973814899,0.2277825711820535
2246,N4,LRP092a,Box Culvert,PORABARI CULVERT,A,4.0,93.194,24.5065292,89.976521303,0.2277825711820535
2247,N4,LRP095a,RCC Girder Bridge,CHOKPARA,B,18.7,96.541,24.5361372313,89.9868197935999,0.2277825711820535
2249,N4,LRP098a,Box Culvert,.,A,3.0,99.391,24.557370572875,89.99822163625,0.2277825711820535
2250,N4,LRP099a,Box Culvert,.,A,3.0,100.31,24.5606789729729,90.0022222,0.2277825711820535
2251,N4,LRP101a,Box Culvert,.,A,4.5,102.165,24.5764623157894,90.0143241974736,0.2277825711820535
2252,N4,LRP103a,RCC Girder Bridge,Madhupur Bus Stand Bridge,A,44.5,104.501,24.5943043655102,90.0236959193877,0.2277825711820535
2254,N4,LRP104c,Arch Masonry,NAZARPARA NOK,A,12.1,105.53,24.6027373092024,90.0272105748466,0.2277825711820535
2255,N4,LRP106a,Steel Beam & RCC Slab,LUKDAU BRIDGE,C,47.2,107.052,24.610012487,90.0186084269999,0.12322682332712423
2256,N4,LRP110a,Box Culvert,BAGIL C,A,8.5,110.815,24.6264807405999,89.9823516184,0.12322682332712423
2257,N4,LRP112a,RCC Girder Bridge,CHARAVANGA,C,30.1,113.256,24.6439014288,89.9683333096,0.12322682332712423
2258,N4,LRP114a,Box Culvert,HARZAKBARI CULVERT,A,3.0,114.8,24.6568908864,89.9634159711999,0.12322682332712423
2259,N4,LRP115a,Slab Culvert,DHANBARI CULVERT,A,3.0,115.965,24.6662404449241,89.9589492805134,0.12322682332712423
2260,N4,LRP118a,RCC Girder Bridge,ROPSHANTI BRIDGE,C,28.8,118.933,24.6910343324615,89.9536970043077,0.12322682332712423
2261,N4,LRP121a,Box Culvert,BANZAN CULVERT,A,3.0,122.495,24.7207670439537,89.9446600075709,0.12322682332712423
2262,N4,LRP122a,Slab Culvert,BELTIA CULVRT,B,0.85,123.137,24.7252862919032,89.9419409249211,0.12322682332712423
2263,N4,LRP123a,Box Culvert,NANIYANZAN (C),A,3.0,123.892,24.7338724261261,89.9370488101101,0.12322682332712423
2264,N4,LRP125a,Steel Beam & RCC Slab,NOTORPARA CONDBARI,C,35.0,126.178,24.7511961130573,89.9357938184713,0.12322682332712423
2265,N4,LRP129a,Box Culvert,RAGHUNATHPUR,A,3.0,130.31,24.7832789956999,89.9328858,0.12322682332712423
2266,N4,LRP129b,Box Culvert,ROGHUNATHPUR CULVERT,A,3.0,130.737,24.7868746499999,89.9340527583333,0.12322682332712423
2267,N4,LRP130a,PC Girder Bridge,Roghunathpur Bridge,A,32.8,131.327,24.7921522938271,89.9355291444444,0.12322682332712423
2269,N4,LRP131a,Box Culvert,JAMTOLI,B,3.1,132.558,24.8030785403183,89.938737340053,0.12322682332712423
2270,N4,LRP133a,RCC Girder Bridge,Narayanpur Bridge,A,37.8,134.572,24.8070086314171,89.93633806377,0.12322682332712423
2272,N4,LRP135a,Box Culvert,TETEEPULA CULVERT,B,3.0,135.95,24.832702655,89.9391030016,0.12322682332712423
2273,N4,LRP135b,Box Culvert,THEETRALA 4,B,2.9,135.996,24.83311539,89.9391541168,0.12322682332712423
2274,N4,LRP135c,Box Culvert,THEETPOLA 2,B,6.1,136.324,24.83605837,89.9395185904,0.12322682332712423
2275,N4,LRP135d,Box Culvert,TEETHPOLA,A,3.0,136.731,24.8396190359593,89.9400657786531,0.12322682332712423
2276,N4,LRP141a,Arch Masonry,DAPUNIA,A,1.2,143.044,24.8948780838664,89.9490227688456,0.12322682332712423
2277,N4,LRP142a,Arch Masonry,BISIC JAM,C,3.1,143.624,24.899846394382,89.9501339022471,0.12322682332712423
2278,N401,LRP001b,Steel Beam & RCC Slab,CHARNGHNIBK,C,4.2,1.969,24.6203425691304,90.0401700791304,0.19124087591240876
2279,N401,LRP003a,RCC Girder Bridge,Karkat Bridge,A,35.4,3.646,24.6254197963181,90.0557360362297,0.19124087591240876
2281,N401,LRP012a,Slab Culvert,TALKICULVERT,A,1.0,11.967,24.673595097868,90.1139726787817,0.19124087591240876
2282,N401,LRP013a,Steel Beam & RCC Slab,RASULPUR CULVERT,A,5.8,13.092,24.6752815548387,90.1244745365591,0.19124087591240876
2283,N401,LRP014a,Box Culvert,RASULPURCULVERT,A,10.0,13.79,24.6804300381679,90.128201242748,0.19124087591240876
2284,N401,LRP016a,Arch Masonry,HORINATOLA CULVERT,A,1.8,16.08,24.6927244939189,90.1450724587837,0.19124087591240876
2285,N401,LRP017a,PC Girder Bridge,Bashori bridge,A,37.1,16.994,24.6998357111111,90.1501652691358,0.19124087591240876
2287,N401,LRP018a,Steel Beam & RCC Slab,CHARRAR CULVERT,C,4.4,18.363,24.7092775914327,90.1592944141802,0.19124087591240876
2288,N401,LRP019a,Slab Culvert,PAROLITOLACULVERT,B,2.0,19.342,24.7146006611464,90.166622799363,0.19124087591240876
2289,N401,LRP020a,Arch Masonry,RAMRAFPUR CULVERT,A,2.0,20.615,24.719477976923,90.1779587146853,0.19124087591240876
2290,N401,LRP021a,Steel Beam & RCC Slab,GOGA CULVRT,C,3.5,21.583,24.7256819961474,90.1847430974874,0.19124087591240876
2291,N401,LRP023a,Steel Beam & RCC Slab,NEMORIA3,C,9.0,23.443,24.7365961791757,90.1984370344902,0.19124087591240876
2292,N401,LRP023b,Steel Beam & RCC Slab,LIMORIYA 2,D,4.4,23.796,24.7386123926829,90.2007075130081,0.19124087591240876
2293,N401,LRP024a,RCC Girder Bridge,LIMORIYA 1,B,7.8,24.198,24.7417675622222,90.2026020586666,0.19124087591240876
2294,N401,LRP025a,RCC Girder Bridge,LANGER BAZAR,C,7.5,25.159,24.7484786425414,90.2084910856353,0.19124087591240876
2295,N401,LRP026a,Slab Culvert,JOYDAKAMAR PARA,B,1.0,26.095,24.75319695,90.2160896818181,0.19124087591240876
2296,N401,LRP027a,Slab Culvert,DAMRABIL SLABCULVERT,A,2.1,27.082,24.7574416920792,90.225182740594,0.19124087591240876
2297,N401,LRP030c,Box Culvert,DOLIYABIL BOX CULVERT,B,3.55,30.959,24.7641092367816,90.2615166390804,0.19124087591240876
2298,N401,LRP032a,Baily with Steel Deck,MUKIAGASA NEW,C,23.7,32.093,24.762194476923,90.2715399076923,0.19124087591240876
2299,N401,LRP033a,Arch Masonry,SOTRASHIH,D,1.0,33.631,24.7634165569,90.2853002501,0.19124087591240876
2300,N401,LRP036a,RCC Girder Bridge,SUTIARIVER BRIDGE,B,70.0,36.619,24.7749726571428,90.3116605467532,0.19124087591240876
2302,N401,LRP037a,Arch Masonry,MAISBARIES ARCH,D,1.0,37.781,24.7783592551971,90.3221284430107,0.19124087591240876
2303,N401,LRP039a,Slab Culvert,MARICH BARI CULVERT,C,3.0,39.414,24.7810070398724,90.3381264263158,0.19124087591240876
2304,N401,LRP040a,Arch Masonry,KHAKDOR ARCL MAS,D,1.5,40.175,24.7826722698113,90.3454325641509,0.19124087591240876
2305,N401,LRP040b,Arch Masonry,KHAKDOR 1 ARCH,C,1.5,40.264,24.782773766,90.3462551959999,0.19124087591240876
2306,N401,LRP045a,Arch Masonry,KASIJOLIARCH MOSONRY,C,4.85,45.395,24.7667594256183,90.3922602681978,0.19124087591240876
2307,N403,LRPSa,RCC Girder Bridge,Kauchapara Bridge,C,12.45,0.357,24.0961941,90.1125833,0.04551949377423964
2308,N403,LRP001a,RCC Girder Bridge,Baroikhali Bridge,D,74.1,1.87,24.0993608,90.0989719,0.04551949377423964
2309,N403,LRP003a,PC Girder Bridge,Postokumari Bridge,A,35.0,3.353,24.1042222,90.0864719,0.04551949377423964
2310,N405,LRPSa,Box Culvert,ELANGA BOX CULVERT,A,5.0,0.168,24.3406666666666,89.9236111111111,0.3544603791929995
2311,N405,LRP001a,Box Culvert,ELANGA BOX CULVERT,A,10.4,0.911,24.3459444444444,89.9193333333333,0.3544603791929995
2312,N405,LRP001b,RCC Bridge,BABLA RCC BRIDGE,A,29.5,1.37,24.3474444444444,89.9151666666666,0.3544603791929995
2313,N405,LRP002a,RCC Bridge,CHAR BABZA RCC BRIDGE,A,30.4,2.2,24.3506388888888,89.9075833333333,0.3544603791929995
2314,N405,LRP002c,RCC Bridge,CHAR BABZA RCC BRIDGE,A,30.4,2.539,24.3521944444444,89.9046944444444,0.3544603791929995
2315,N405,LRP003a,Box Culvert,DHALATANKOR BOX CULVERT,A,10.4,3.046,24.3548333333333,89.9005555555555,0.3544603791929995
2316,N405,LRP003b,RCC Bridge,DOLADONGOR RCC BRIDGE,A,30.5,3.377,24.3567222222222,89.8980277777777,0.3544603791929995
2317,N405,LRP004a,Box Culvert,HANGULA-1 BOX CULVERT,A,10.4,3.758,24.3590833333333,89.8951944444444,0.3544603791929995
2318,N405,LRP004b,Box Culvert,HANGULA-2 BOX CULVERT,A,10.4,4.34,24.3628055555555,89.8910555555555,0.3544603791929995
2319,N405,LRP005a,Box Culvert,HANANLA BOX CULVERT,A,10.4,4.894,24.3662777777777,89.8873333333333,0.3544603791929995
2320,N405,LRP005b,RCC Bridge,HANANLA RCC BRIDGE,A,30.4,5.267,24.3685555555555,89.8846111111111,0.3544603791929995
2321,N405,LRP006a,RCC Bridge,CHALLA RCC BRIDGE,A,30.4,5.957,24.3723055555555,89.8791666666666,0.3544603791929995
2322,N405,LRP006c,Box Culvert,HANANLA-2 BOX CULVERT,A,10.4,6.571,24.3751666666666,89.8738888888888,0.3544603791929995
2323,N405,LRP007a,Box Culvert,SHALLA-1 BOX CULVERT,A,10.4,7.158,24.37775,89.8689166666666,0.3544603791929995
2324,N405,LRP008a,RCC Bridge,CHALLA BOP RCC GIDER BRIDGE,A,30.4,7.802,24.3805833333333,89.8633611111111,0.3544603791929995
2325,N405,LRP008c,Box Culvert,JOGARCHAR-1,A,10.4,8.281,24.3826666666666,89.8591944444444,0.3544603791929995
2326,N405,LRP008d,Box Culvert,JOGARCHOR-2 BOX CULVERT,A,10.4,8.595,24.3836944444444,89.8563611111111,0.3544603791929995
2327,N405,LRP010a,Box Culvert,JOGARCHOR BOX CULVERT,A,30.4,9.754,24.3840555555555,89.8448888888888,0.3544603791929995
2328,N405,LRP014a,PC Girder Bridge,Nalka Bridge,B,235.63,36.629,24.4233830523809,89.5915376138095,0.3544603791929995
2330,N405,LRP015a,Box Culvert,.,A,7.0,37.3,24.4238020975,89.5854941165,0.3544603791929995
2331,N405,LRP015b,Box Culvert,.,A,13.25,37.8,24.4240798475,89.5806189665,0.3544603791929995
2332,N405,LRP016a,Box Culvert,.,A,10.0,38.169,24.4235347438,89.577038627,0.3544603791929995
2333,N405,LRP016b,Box Culvert,.,A,10.0,38.389,24.4231314178,89.574905837,0.3544603791929995
2334,N405,LRP017a,Box Culvert,.,A,10.0,39.287,24.4214321873469,89.5662130081632,0.3544603791929995
2335,N405,LRP018a,RCC Girder Bridge,.,B,56.85,40.333,24.41967555625,89.5561002546875,0.3544603791929995
2337,N5,LRPSa,PC Girder Bridge,Mirpur Bridge,B,251.2,0.25,23.7846488705882,90.3341832607843,0.3020471464019851
2338,N5,LRP001b,RCC Girder Bridge,Salehpur Bridge(right),A,51.7,1.677,23.7899667680763,90.3219389005457,0.3020471464019851
2342,N5,LRP003a,Box Culvert,ZARFUL BOX CULVERT,B,5.0,3.192,23.7913802657692,90.3072238876923,0.2967820773930754
2343,N5,LRP004a,RCC Girder Bridge,Boylapur Bridge(left),B,18.9,4.533,23.7942594270588,90.2945653894117,0.2967820773930754
2346,N5,LRP005a,PC Girder Bridge,Zadir Char Bridge(left),B,41.6,5.642,23.7950849645333,90.2838231481333,0.2967820773930754
2350,N5,LRP008a,PC Girder Bridge,Jorpur Bridge(left),B,20.6,8.227,23.8006325428571,90.2627960685714,0.30046144913363687
2354,N5,LRP010a,PC Girder Bridge,Fulbaria Bridge(Left),A,126.0,10.247,23.8176022552,90.257306488,0.30046144913363687
2358,N5,LRP010c,PC Girder Bridge,Bank Para Bridge(left),A,75.7,10.785,23.8223986805755,90.2575546671462,0.30046144913363687
2361,N5,LRP010d,PC Girder Bridge,Bank Town Bridge(right),A,75.7,10.861,23.8231462631578,90.2576367078947,0.30046144913363687
2362,N5,LRP019a,Box Culvert,BIS MILE BOX CULVERT,B,2.55,19.187,23.8925863303664,90.2716818335078,0.30046144913363687
2363,N5,LRP021a,Box Culvert,BODER BOX CULVERT,A,8.3,21.398,23.9100368511,90.2622838174,0.30046144913363687
2364,N5,LRP024a,Steel Beam & RCC Slab,Kohinoor Gate Bridge,B,12.95,24.333,23.9158476118367,90.2367232089796,0.3909375543572795
2366,N5,LRP024c,RCC Bridge,RCC BRIDGE,A,8.0,24.774,23.9128281547945,90.2340561609589,0.3909375543572795
2367,N5,LRP024d,Box Culvert,12 VENT CULVERT,C,74.4,24.851,23.9124483027777,90.2334742194444,0.3909375543572795
2368,N5,LRP025a,RCC Girder Bridge,Nayarhat Bridge,B,192.08,25.141,23.9114521206896,90.2308221103448,0.3909375543572795
2370,N5,LRP026a,RCC Girder Bridge,Islampur Bridge,A,19.05,25.975,23.9085151636363,90.2231053909091,0.3909375543572795
2372,N5,LRP027b,Steel Beam & RCC Slab,Dhulipitha Bridge,A,,27.452,23.9078285155172,90.2087577034482,0.3909375543572795
2374,N5,LRP029a,RCC Girder Bridge,KALIABULA PARA BRIDGE,B,151.0,28.955,23.9099288346405,90.1943072424836,0.3909375543572795
2376,N5,LRP029c,RCC Girder Bridge,Joypura Bridge,B,13.3,29.542,23.9110746953125,90.1886715708333,0.3909375543572795
2378,N5,LRP030a,Box Culvert,JOYPARA CULVERT,D,16.9,30.555,23.9128185454545,90.1788518168831,0.3909375543572795
2379,N5,LRP031a,PC Girder Bridge,Bhaiduvi Bridge,B,149.0,31.135,23.9144046066666,90.1734335866666,0.3909375543572795
2381,N5,LRP032a,RCC Girder Bridge,Dautia Bridge,A,13.1,32.73,23.9170613232558,90.1580464860465,0.3909375543572795
2383,N5,LRP034a,RCC Girder Bridge,Kadarpur Bridge,B,12.8,34.019,23.9209398659574,90.1461541028368,0.3909375543572795
2385,N5,LRP034c,Box Culvert,SMALL KALAM PUR CULVERT,A,91.5,34.171,23.9214557621052,90.1447765389473,0.3909375543572795
2386,N5,LRP034e,RCC Girder Bridge,SHUTIPARA BRIDGE,B,13.0,34.396,23.9220363103806,90.1427743072664,0.3909375543572795
2388,N5,LRP035a,RCC Girder Bridge,SUTHI PARA BRIDGE,A,48.0,35.186,23.921796546,90.135101292,0.3909375543572795
2390,N5,LRP035c,RCC Girder Bridge,BRIDGE OVER SRIRAUPUR CULVERT,A,48.0,35.939,23.9203049,90.1278604,0.3909375543572795
2392,N5,LRP036a,RCC Girder Bridge,SRIAM PUR BRIDGE (2),A,18.0,36.397,23.919438715849,90.123428545283,0.3909375543572795
2394,N5,LRP036c,Box Culvert,SRIRAM PUR CULVERT,A,30.7,36.679,23.9189558464566,90.1208394708661,0.3909375543572795
2395,N5,LRP037a,RCC Girder Bridge,GORAMARA BRIDGE,B,13.3,37.323,23.9183658624338,90.114486910582,0.3909375543572795
2397,N5,LRP038a,Box Culvert,KANA BOX CULVERT,A,48.5,37.996,23.9180405951456,90.1082178961165,0.3909375543572795
2398,N5,LRP039a,RCC Girder Bridge,SHEBRA BRIDGE OF BALITHA,A,13.6,38.666,23.9173835938356,90.1011120828767,0.3909375543572795
2400,N5,LRP040a,RCC Bridge,BRIDGE OVER BATHALI,A,7.5,39.872,23.9159545933333,90.0898394766666,0.3909375543572795
2402,N5,LRP042a,Box Culvert,KRISRAPUR CULVERT,A,12.6,41.709,23.9127454488,90.0742510292,0.3909375543572795
2403,N5,LRP043a,RCC Girder Bridge,Gaji khalir bridge,A,113.0,42.397,23.9096874966666,90.0660367916666,0.3909375543572795
2405,N5,LRP043c,RCC Girder Bridge,Baro Bari Bridge,A,13.07,42.93,23.9082250839694,90.0610774805343,0.3909375543572795
2407,N5,LRP044a,RCC Girder Bridge,NOYADINGI OVER BRIDGE,A,26.0,43.78,23.9067035074866,90.0529099994652,0.3909375543572795
2409,N5,LRP045a,RCC Girder Bridge,SHIKONDI GALORA BRIDGE,A,12.15,44.643,23.9056031373702,90.0449598083045,0.3909375543572795
2411,N5,LRP046a,RCC Girder Bridge,Golra- 2 Bridge,B,12.95,45.271,23.901752924232,90.0400507160409,0.3909375543572795
2413,N5,LRP046d,RCC Girder Bridge,Golora Bridge,A,48.84,45.793,23.8977484511111,90.0377319288888,0.3909375543572795
2415,N5,LRP049a,RCC Girder Bridge,Dhaleshwari Bridge,A,506.59,48.0,23.8811541391608,90.0289530741258,0.3909375543572795
2417,N5,LRP049c,RCC Girder Bridge,Jagir Bridge,A,18.75,48.806,23.8790470545945,90.0202634243243,0.3909375543572795
2419,N5,LRP050a,RCC Girder Bridge,BOITARA RCC GIDER BRIDGE,C,13.4,49.673,23.8740103802547,90.0138139589172,0.3909375543572795
2421,N5,LRP051a,Box Culvert,JORAMOZA BOX CULVERT,B,48.6,50.657,23.8718512320224,90.0050067969101,0.3909375543572795
2422,N5,LRP052b,RCC Girder Bridge,Sheota Bridge,A,38.88,51.667,23.8700565195512,89.9951437826923,0.3909375543572795
2424,N5,LRP053a,Box Culvert,VATPUR BOX CULVERT,B,30.73,52.896,23.8717458675,89.9830918075,0.3909375543572795
2425,N5,LRP055a,RCC Girder Bridge,MULJAU BRIDGE,B,12.0,54.41,23.8711309333333,89.9685807263157,0.3909375543572795
2427,N5,LRP056a,RCC Girder Bridge,TORA BRIDGE Smoll-1,B,12.65,55.525,23.8639536616666,89.9622504716666,0.3909375543572795
2429,N5,LRP056c,PC Girder Bridge,Tora Bridge,B,645.66,55.866,23.8610471478787,89.9605210484848,0.3909375543572795
2431,N5,LRP057b,RCC Girder Bridge,Tara Small (West) Bridge,A,19.6,56.852,23.853376375,89.95546804,0.3909375543572795
2433,N5,LRP058b,RCC Girder Bridge,Cros Bridge,A,28.82,57.53,23.8490768222222,89.9511080111111,0.3909375543572795
2435,N5,LRP059a,RCC Girder Bridge,Nawdhara Bridge,A,12.95,58.068,23.84914966,89.94594968,0.3909375543572795
2437,N5,LRP059c,RCC Girder Bridge,Baniajuri Bridge,A,13.14,58.704,23.850638712987,89.9397435012987,0.3909375543572795
2439,N5,LRP060a,RCC Girder Bridge,Bogadhor Bridge- 2,B,12.77,59.241,23.8515672678571,89.9347036242857,0.3909375543572795
2441,N5,LRP060c,Box Culvert,BOGADOR CULVERT,C,25.0,59.395,23.8518776351524,89.9333723261637,0.3909375543572795
2442,N5,LRP061a,RCC Girder Bridge,Dhuka Bridge,A,12.75,60.214,23.8542856086956,89.9256944260869,0.3909375543572795
2444,N5,LRP061c,RCC Girder Bridge,PUKURIA RCC GIDER BRIDGE,B,12.0,60.929,23.8547876047058,89.9184963929411,0.3909375543572795
2446,N5,LRP062a,RCC Girder Bridge,Pukuria- 1 Bridge,B,13.07,61.386,23.8540782281889,89.9141930168504,0.3909375543572795
2448,N5,LRP063a,Box Culvert,PUKURIA CULVERT,B,30.5,62.103,23.8520633809174,89.907557306055,0.3909375543572795
2449,N5,LRP063c,RCC Girder Bridge,Pukuria Bridge,A,18.8,62.674,23.8508814567164,89.902115482985,0.3909375543572795
2451,N5,LRP065a,RCC Girder Bridge,Mohadevpur Bridge,C,49.61,64.24,23.848610397715,89.8868811170698,0.3909375543572795
2453,N5,LRP066b,RCC Girder Bridge,Borongail Bridge,A,18.9,65.969,23.8346245643902,89.8683452619512,0.07598039215686274
2455,N5,LRP067a,Box Culvert,CHUNGI CULVERT,C,36.0,66.437,23.8359223344086,89.8660197021505,0.07598039215686274
2456,N5,LRP068a,RCC Girder Bridge,Falsadia Bridge,A,49.75,67.82,23.8482308067796,89.8520070847457,0.07598039215686274
2458,N5,LRP069a,RCC Girder Bridge,Small Kustia,B,17.8,68.936,23.8456943222,89.8404634552,0.07598039215686274
2460,N5,LRP072a,RCC Girder Bridge,Utholi Bridge,B,49.4,71.356,23.8453105981538,89.8184586207692,0.07598039215686274
2462,N5,LRP073b,Box Culvert,CULVERT UTHOLI,A,4.6,72.71,23.8382458177215,89.812635735443,0.07598039215686274
2463,N5,LRP074a,Box Culvert,CULVERT OVERUT HOLI (1),A,6.15,73.753,23.8286190510638,89.8144605097872,0.07598039215686274
2464,N5,LRP075a,Box Culvert,PURBO ARPARA,A,6.1,74.351,23.8233140492813,89.815026315811,0.07598039215686274
2465,N5,LRP075b,RCC Bridge,RCC BRIDGE,A,25.3,74.825,23.8192851368421,89.8143289552631,0.07598039215686274
2466,N5,LRP076a,Box Culvert,CULVERT OVERT RESADI,A,6.2,75.773,23.8123241016666,89.8111213233333,0.07598039215686274
2467,N5,LRP077a,RCC Girder Bridge,KASDHA BRIDGE,C,24.9,76.618,23.8037829772256,89.810423831677,0.07598039215686274
2468,N5,LRP078a,Box Culvert,NOBOGRAM CULVERT,A,4.6,77.487,23.7959743438016,89.8104505144628,0.07598039215686274
2469,N5,LRP099a,Box Culvert,.,A,13.45,99.182,23.8975687894736,89.6588908538947,0.07598039215686274
2470,N5,LRP100b,Box Culvert,.,B,5.2,100.602,23.8943798912,89.6479522704,0.05246053853296193
2471,N5,LRP102a,RCC Girder Bridge,Kadamtala Bridge,C,18.83,101.679,23.898943030303,89.638619410707,0.06832740213523132
2473,N5,LRP102c,Box Culvert,.,A,6.85,102.256,23.9022459181818,89.6340860557575,0.06832740213523132
2474,N5,LRP103a,Slab Culvert,.,B,3.6,103.073,23.9078244935593,89.6292967574576,0.06832740213523132
2475,N5,LRP105a,Box Culvert,.,B,3.65,104.642,23.919325173,89.620782551,0.06832740213523132
2476,N5,LRP107a,Box Culvert,.,B,5.25,107.286,23.9312916708868,89.6076316075262,0.06832740213523132
2477,N5,LRP111a,Box Culvert,.,A,3.0,110.303,23.964099402027,89.6027644074324,0.06832740213523132
2478,N5,LRP112b,Box Culvert,.,B,3.0,111.748,23.9762090248826,89.5989554723004,0.06832740213523132
2479,N5,LRP114a,RCC Girder Bridge,.,C,12.8,113.392,23.9909195632,89.5999254892,0.06832740213523132
2480,N5,LRP114c,Box Culvert,.,B,4.0,113.853,23.9950374252676,89.6005533556745,0.06832740213523132
2481,N5,LRP115a,RCC Girder Bridge,.,C,11.5,114.149,23.9976431760171,89.6009583115631,0.06832740213523132
2482,N5,LRP115c,Box Culvert,.,B,3.0,114.705,24.0025491172866,89.6016828945295,0.06832740213523132
2483,N5,LRP116a,RCC Girder Bridge,.,B,20.0,115.66,24.0110474032786,89.6029572114754,0.06832740213523132
2484,N5,LRP118a,RCC Girder Bridge,.,B,81.28,117.143,24.024104967745,89.6045067340196,0.06832740213523132
2485,N5,LRP119a,RCC Girder Bridge,.,C,44.58,118.748,24.0376297257142,89.6024423531428,0.06832740213523132
2486,N5,LRP120a,RCC Girder Bridge,.,C,42.7,119.227,24.0416754068292,89.6030178479268,0.06832740213523132
2487,N5,LRP122a,Box Culvert,.,B,4.6,121.25,24.0592322616,89.6079737462,0.06832740213523132
2488,N5,LRP123b,PC Girder Bridge,.,A,130.1,122.626,24.0713270502,89.6106482582,0.06832740213523132
2489,N5,LRP125a,RCC Girder Bridge,.,B,13.4,124.052,24.0816916208,89.6070162592,0.20124683421001363
