road,lat,lon,model_type,road_to,condition,length,id,name
N102,23.6443886,90.9711104,link,,,838,1001350,link 675
N102,23.6505,90.9713327,bridge,,A,347,1001351,bridge 670
N102,23.6532778,90.9728327,link,,,1231,1001352,link 676
N102,23.6575833,90.9800827,bridge,,A,69,1001353,bridge 671
N102,23.6579167,90.9806382,link,,,239,1001354,link 677
N102,23.6587222,90.9820271,bridge,,A,499,1001355,bridge 672
N102,23.65994445,90.98406895,link,,,499,1001356,link 678
N102,23.6611667,90.9861108,bridge,,B,327,1001357,bridge 673
N102,23.6628889,90.9888886,link,,,714,1001358,link 679
N102,23.6646667,90.9918052,bridge,,A,222,1001359,bridge 674
N102,23.66519445,90.99263855,link,,,222,1001360,link 680
N102,23.6657222,90.9934719,bridge,,A,355,1001361,bridge 675
N102,23.66661075,90.9948469,link,,,355,1001362,link 681
N102,23.6674993,90.9962219,bridge,,A,44,1001363,bridge 676
N102,23.6679993,90.9969719,link,,,671,1001364,link 682
N102,23.6711938,91.0019444,bridge,,A,376,1001365,bridge 677
N102,23.6730827,91.0049722,link,,,522,1001366,link 683
N102,23.6738327,91.0061389,bridge,,B,195,1001367,bridge 678
N102,23.6743188,91.00691665,link,,,195,1001368,link 684
N102,23.6748049,91.0076944,bridge,,A,624,1001369,bridge 679
N102,23.676416,91.01018055,link,,,624,1001370,link 685
N102,23.6780271,91.0126667,bridge,,B,30,1001371,bridge 680
N102,23.6779438,91.0129722,link,,,764,1001372,link 686
N102,23.6821104,91.0187493,bridge,,A,287,1001373,bridge 681
N102,23.6836663,91.0210827,link,,,362,1001374,link 687
N102,23.684083,91.0217216,bridge,,A,610,1001375,bridge 682
N102,23.684333,91.0240966,link,,,610,1001376,link 688
N102,23.684583,91.0264716,bridge,,A,320,1001377,bridge 683
N102,23.689083,91.0288327,link,,,338,1001378,link 689
N102,23.6891386,91.0289438,bridge,,A,556,1001379,bridge 684
N102,23.69069415,91.0310549,link,,,556,1001380,link 690
N102,23.6922497,91.033166,bridge,,A,410,1001381,bridge 685
N102,23.694583,91.0366386,link,,,584,1001382,link 691
N102,23.6955552,91.0379441,bridge,,A,807,1001383,bridge 686
N102,23.69774965,91.04104135,link,,,807,1001384,link 692
N102,23.6999441,91.0441386,bridge,,C,51,1001385,bridge 687
N102,23.7002778,91.0444719,link,,,287,1001386,link 693
N102,23.7014722,91.0462219,bridge,,B,488,1001387,bridge 688
N102,23.7028472,91.04811095,link,,,488,1001388,link 694
N102,23.7042222,91.05,bridge,,B,183,1001389,bridge 689
N102,23.7047361,91.05066665,link,,,183,1001390,link 695
N102,23.70525,91.0513333,bridge,,B,91,1001391,bridge 690
N102,23.7059722,91.0522778,link,,,512,1001392,link 696
N102,23.7083056,91.05525,bridge,,C,542,1001393,bridge 691
N102,23.7100139,91.0572639,link,,,542,1001394,link 697
N102,23.7117222,91.0592778,bridge,,B,26,1001395,bridge 692
N102,23.7118333,91.0593889,link,,,517,1001396,link 698
N102,23.7148611,91.0632222,bridge,,A,472,1001397,bridge 693
N102,23.71623969,91.06489212,link,,,472,1001398,link 699
N102,23.71761829,91.06656204,bridge,,A,21,1001399,bridge 694
N102,23.7177493,91.0667216,link,,,743,1001400,link 700
N102,23.7219993,91.0720271,bridge,,A,282,1001401,bridge 695
N102,23.7235271,91.0741104,link,,,618,1001402,link 701
N102,23.7255549,91.077166,bridge,,C,664,1001403,bridge 696
N102,23.7303327,91.0799438,link,,,987,1001404,link 702
N102,23.7329438,91.0811938,bridge,,A,689,1001405,bridge 697
N102,23.7388052,91.0839997,link,,,2436,1001406,link 703
N102,23.7513611,91.0936386,bridge,,A,181,1001407,bridge 698
N102,23.7525556,91.094833,link,,,655,1001408,link 704
N102,23.7554167,91.0981386,bridge,,A,327,1001409,bridge 699
N102,23.75633284,91.0992336,link,,,327,1001410,link 705
N102,23.75724898,91.1003286,bridge,,B,270,1001411,bridge 700
N102,23.7589444,91.1023056,link,,,590,1001412,link 706
N102,23.7611111,91.1048056,bridge,,A,711,1001413,bridge 701
N102,23.7654722,91.1098056,link,,,1426,1001414,link 707
N102,23.76984917,91.11480457,bridge,,C,246,1001415,bridge 702
N102,23.771416,91.1166111,link,,,828,1001416,link 708
N102,23.7749993,91.1206938,bridge,,C,464,1001417,bridge 703
N102,23.7779438,91.1240827,link,,,1088,1001418,link 709
N102,23.7816382,91.128666,bridge,,A,375,1001419,bridge 704
N102,23.783583,91.1317493,link,,,545,1001420,link 710
N102,23.7844441,91.1330827,bridge,,C,829,1001421,bridge 705
N102,23.7887219,91.1397219,link,,,1338,1001422,link 711
N102,23.7913608,91.1437497,bridge,,A,371,1001423,bridge 706
N102,23.7923191,91.1452219,link,,,371,1001424,link 712
N102,23.7932774,91.1466941,bridge,,A,118,1001425,bridge 707
N102,23.7938886,91.1476108,link,,,972,1001426,link 713
N102,23.8008056,91.1501667,bridge,,A,146,1001427,bridge 708
N102,23.8020833,91.1504167,link,,,677,1001428,link 714
N102,23.80675,91.1513056,bridge,,D,469,1001429,bridge 709
N102,23.8108056,91.1521389,link,,,797,1001430,link 715
N102,23.8141944,91.1528889,bridge,,C,722,1001431,bridge 710
N102,23.820416,91.15375,link,,,1787,1001432,link 716
N102,23.8298327,91.1551389,bridge,,A,291,1001433,bridge 711
N102,23.8310827,91.15533335,link,,,291,1001434,link 717
N102,23.8323327,91.1555278,bridge,,B,651,1001435,bridge 712
N102,23.8383052,91.1564167,link,,,1432,1001436,link 718
N102,23.8450274,91.1571389,bridge,,A,218,1001437,bridge 713
N102,23.8469441,91.1575278,link,,,1939,1001438,link 719
N102,23.8606111,91.1552222,bridge,,C,278,1001439,bridge 714
N102,23.8621667,91.1532778,link,,,469,1001440,link 720
N102,23.8632222,91.1519444,bridge,,B,536,1001441,bridge 715
N102,23.86477775,91.14997205,link,,,536,1001442,link 721
N102,23.8663333,91.1479997,bridge,,C,273,1001443,bridge 716
N102,23.87059685,91.1444997,link,,,273,1001444,link 722
N102,23.8748604,91.1409997,bridge,,B,1000,1001445,bridge 717
N102,23.8752771,91.1405274,link,,,2420,1001446,link 723
N102,23.8840274,91.1340274,bridge,,A,667,1001447,bridge 718
N102,23.88819227,91.132626,link,,,667,1001448,link 724
N102,23.89235715,91.1312246,bridge,,B,46,1001449,bridge 719
N102,23.8929441,91.1310271,link,,,262,1001450,link 725
N102,23.8946386,91.1300827,bridge,,A,751,1001451,bridge 720
N102,23.9009418,91.12758382,link,,,1304,1001452,link 726
N102,23.9056389,91.1258327,bridge,,C,447,1001453,bridge 721
N102,23.9094722,91.1245549,link,,,1123,1001454,link 727
N102,23.9152778,91.122666,bridge,,B,343,1001455,bridge 722
N102,23.918166,91.1216938,link,,,1003,1001456,link 728
N102,23.9238049,91.1198327,bridge,,C,344,1001457,bridge 723
N102,23.9268327,91.1188327,link,,,457,1001458,link 729
N102,23.9278049,91.1185271,bridge,,B,833,1001459,bridge 724
N102,23.93133285,91.1173191,link,,,833,1001460,link 730
N102,23.9348608,91.1161111,bridge,,A,53,1001461,bridge 725
N102,23.9354441,91.1161111,link,,,63,1001462,link 731
N102,23.9354997,91.1160833,bridge,,A,1007,1001463,bridge 726
N102,23.944333,91.116666,link,,,1593,1001464,link 732
N102,23.949583,91.1169993,bridge,,A,459,1001465,bridge 727
N102,23.9536389,91.1168327,link,,,652,1001466,link 733
N102,23.9551944,91.1163889,bridge,,A,227,1001467,bridge 728
N102,23.9570833,91.1155556,link,,,2870,1001468,link 734
N102,23.97067948,91.1011959,bridge,,A,936,1001469,bridge 729
N102,23.9790549,91.1003333,link,,,3728,1001470,link 735
N102,24.0016944,91.1095833,bridge,,A,532,1001471,bridge 730
N102,24.0064444,91.1086389,link,,,923,1001472,link 736
N102,24.0098333,91.1093333,bridge,,B,385,1001473,bridge 731
N102,24.01155555,91.10952775,link,,,385,1001474,link 737
N102,24.0132778,91.1097222,bridge,,C,223,1001475,bridge 732
N102,24.0152778,91.11,link,,,468,1001476,link 738
N102,24.0173882,91.1103056,bridge,,C,765,1001477,bridge 733
N102,24.0242493,91.1118056,link,,,1138,1001478,link 739
N102,24.0275271,91.1124444,bridge,,A,626,1001479,bridge 734
N102,24.0330827,91.1129167,link,,,2060,1001480,link 740
N102,24.045833,91.1146667,bridge,,A,549,1001481,bridge 735
N102,24.04822205,91.1146667,link,,,549,1001482,link 741
N102,24.0506111,91.1146667,intersection,,,0,1002134,intersection
N104,23.0096667,91.3994163,intersection,,,445,1000246,intersection
N104,23.00947225,91.397333,link,,,445,1001485,link 742
N104,23.0092778,91.3952497,bridge,,A,554,1001486,bridge 736
N104,23.0093056,91.3898052,link,,,2231,1001487,link 743
N104,23.0098611,91.3737216,bridge,,C,323,1001488,bridge 737
N104,23.0094444,91.3704716,link,,,2093,1001489,link 744
N104,23.0045556,91.3546389,bridge,,A,30,1001490,bridge 738
N104,23.0044444,91.3543889,link,,,3220,1001491,link 745
N104,22.983583,91.3389997,bridge,,A,189,1001492,bridge 739
N104,22.98308285,91.33826355,link,,,189,1001493,link 746
N104,22.9825827,91.3375274,bridge,,A,134,1001494,bridge 740
N104,22.9815271,91.3369163,link,,,1272,1001495,link 747
N104,22.9715827,91.3343608,bridge,,A,577,1001496,bridge 741
N104,22.96643594,91.33371895,link,,,1176,1001497,link 748
N104,22.9611111,91.3330549,bridge,,B,371,1001498,bridge 742
N104,22.9580556,91.3317216,link,,,1122,1001499,link 749
N104,22.9538611,91.326166,bridge,,A,112,1001500,bridge 743
N104,22.9532778,91.3253882,link,,,1272,1001501,link 750
N104,22.9465274,91.3168604,bridge,,A,792,1001502,bridge 744
N104,22.9420274,91.3109722,link,,,2371,1001503,link 751
N104,22.9380552,91.2974163,bridge,,A,707,1001504,bridge 745
N104,22.939333,91.2909163,link,,,2221,1001505,link 752
N104,22.9411108,91.2764716,bridge,,B,599,1001506,bridge 746
N104,22.9426386,91.270916,link,,,1285,1001507,link 753
N104,22.9439719,91.2642222,bridge,,A,268,1001508,bridge 747
N104,22.94416635,91.26304165,link,,,268,1001509,link 754
N104,22.9443608,91.2618611,bridge,,A,32,1001510,bridge 748
N104,22.9444163,91.2616944,link,,B,2333,1001511,link 755
N104,22.953,91.2419997,bridge,,B,397,1001512,bridge 749
N104,22.95575,91.2394163,link,,,1198,1001513,link 756
N104,22.9576944,91.2321104,bridge,,B,199,1001514,bridge 750
N104,22.9577222,91.230166,link,,,1061,1001515,link 757
N104,22.9573333,91.2218882,bridge,,A,62,1001516,bridge 751
N104,22.95725,91.2212216,link,,,1483,1001517,link 758
N104,22.9545278,91.2077222,bridge,,A,736,1001518,bridge 752
N104,22.9539167,91.2010833,link,,,2033,1001519,link 759
N104,22.9523611,91.1869997,bridge,,A,131,1001520,bridge 753
N104,22.9515,91.1813604,link,,,1425,1001521,link 760
N104,22.9496108,91.1749438,bridge,,A,327,1001522,bridge 754
N104,22.9486108,91.1720271,link,,,1987,1001523,link 761
N104,22.9479441,91.1571111,bridge,,A,320,1001524,bridge 755
N104,22.9476941,91.1530278,link,,,931,1001525,link 762
N104,22.9476941,91.147083,bridge,,B,378,1001526,bridge 756
N104,22.9473052,91.1434441,link,,,698,1001527,link 763
N104,22.9468608,91.1404997,bridge,,B,679,1001528,bridge 757
N104,22.9458608,91.1339997,link,,,1769,1001529,link 764
N104,22.9459997,91.123416,bridge,,A,29,1001530,bridge 758
N104,22.9460274,91.1230549,link,,,1401,1001531,link 765
N104,22.9446941,91.1099722,bridge,,A,508,1001532,bridge 759
N104,22.9447219,91.1050556,link,,,880,1001533,link 766
N104,22.94010902,91.10441677,bridge,,A,277,1001534,bridge 760
N104,22.9363052,91.1041667,link,,,640,1001535,link 767
N104,22.9360274,91.1042222,bridge,,C,540,1001536,bridge 761
N104,22.9336939,91.10415275,link,,,540,1001537,link 768
N104,22.9313604,91.1040833,bridge,,C,447,1001538,bridge 762
N104,22.9274438,91.1035556,link,,,977,1001539,link 769
N104,22.9226938,91.1027222,bridge,,C,254,1001540,bridge 763
N104,22.9207216,91.1022778,link,,,582,1001541,link 770
N104,22.9177771,91.1021944,bridge,,B,662,1001542,bridge 764
N104,22.9116667,91.102,link,,,1237,1001543,link 771
N104,22.9066111,91.1007778,bridge,,A,429,1001544,bridge 765
N104,22.9028611,91.099833,link,,,740,1001545,link 772
N104,22.9001667,91.099333,bridge,,C,709,1001546,bridge 766
N104,22.8939441,91.0983052,link,,,1729,1001547,link 773
N104,22.8849163,91.0970552,bridge,,C,210,1001548,bridge 767
N104,22.8833886,91.0971386,link,,,967,1001549,link 774
N104,22.8767493,91.096833,bridge,,A,32,1001550,bridge 768
N104,22.8760549,91.0969163,link,,,212,1001551,link 775
N104,22.8743327,91.0969719,bridge,,B,380,1001552,bridge 769
N104,22.87286536,91.09693779,link,,,380,1001553,link 776
N104,22.87139802,91.09690368,bridge,,A,83,1001554,bridge 770
N104,22.87107366,91.09689614,link,,,83,1001555,link 777
N104,22.8707493,91.0968886,bridge,,C,335,1001556,bridge 771
N104,22.86909655,91.09693025,link,,,335,1001557,link 778
N104,22.8674438,91.0969719,bridge,,C,60,1001558,bridge 772
N104,22.8674438,91.0971108,link,,,460,1001559,link 779
N104,22.8633333,91.0968608,bridge,,B,270,1001560,bridge 773
N104,22.86216665,91.09655525,link,,,270,1001561,link 780
N104,22.861,91.0962497,bridge,,D,101,1001562,bridge 774
N104,22.8600278,91.0961108,link,,,1204,1001563,link 781
N104,22.857,91.0963886,bridge,,C,244,1001564,bridge 775
N104,22.85306374,91.09663874,link,,,1045,1001565,link 782
N104,22.8414441,91.0982219,bridge,,A,859,1001566,bridge 776
N104,22.83798575,91.09934705,link,,,859,1001567,link 783
N104,22.8345274,91.1004722,bridge,,A,219,1001568,bridge 777
N104,22.8328049,91.1005278,link,,,231,1001569,link 784
N104,22.8324993,91.1005833,bridge,,C,521,1001570,bridge 778
N104,22.830166,91.10091665,link,,,521,1001571,link 785
N104,22.8278327,91.10125,bridge,,B,115,1001572,bridge 779
N104,22.82680866,91.10134555,link,,,236,1001573,link 786
N104,22.8257493,91.1014444,sourcesink,,,0,1001574,sourcesink
N105,23.6904163,90.5466108,intersection,N1,,1000,1000022,intersection
N105,23.6984163,90.5510556,link,,,1120,1001576,link 787
N105,23.6993052,90.5515278,bridge,,A,933,1001577,bridge 780
N105,23.7055278,90.5576944,link,,,1215,1001578,link 788
N105,23.7072222,90.5596389,bridge,,B,773,1001579,bridge 781
N105,23.7118889,90.5651111,link,,,1469,1001580,link 789
N105,23.7161944,90.5700827,bridge,,A,300,1001581,bridge 782
N105,23.7179993,90.5722216,link,,,1887,1001582,link 790
N105,23.7277216,90.5834441,bridge,,C,435,1001583,bridge 783
N105,23.7303882,90.5865552,link,,,536,1001584,link 791
N105,23.7310549,90.5872774,bridge,,C,80,1001585,bridge 784
N105,23.7314716,90.5877774,link,,,551,1001586,link 792
N105,23.7357219,90.5871941,bridge,,C,347,1001587,bridge 785
N105,23.7388052,90.5868052,link,,,1008,1001588,link 793
N105,23.7445552,90.5856108,bridge,,A,354,1001589,bridge 786
N105,23.747333,90.584083,link,,,1500,1001590,link 794
N105,23.7561111,90.5792493,bridge,,A,417,1001591,bridge 787
N105,23.7578472,90.57834655,link,,,417,1001592,link 795
N105,23.7595833,90.5774438,bridge,,A,465,1001593,bridge 788
N105,23.7633611,90.5751938,link,,,732,1001594,link 796
N105,23.7658611,90.5738604,bridge,,B,485,1001595,bridge 789
N105,23.76754135,90.57292985,link,,,485,1001596,link 797
N105,23.7692216,90.5719993,bridge,,A,287,1001597,bridge 790
N105,23.7717216,90.5714716,link,,,1878,1001598,link 798
N105,23.7892219,90.5688049,link,,,5099,1001600,link 799
N105,23.828166,90.5633611,bridge,,B,309,1001601,bridge 791
N105,23.82937435,90.56279165,link,,,309,1001602,link 800
N105,23.8305827,90.5622222,bridge,,B,65,1001603,bridge 792
N105,23.8309438,90.5620556,link,,,946,1001604,link 801
N105,23.8381108,90.5593056,bridge,,A,119,1001605,bridge 793
N105,23.8383886,90.5585833,link,,,485,1001606,link 802
N105,23.8382219,90.5550278,bridge,,C,363,1001607,bridge 794
N105,23.838208,90.5532917,link,,,363,1001608,link 803
N105,23.8381941,90.5515556,bridge,,A,270,1001609,bridge 795
N105,23.8378052,90.55036095,link,,,270,1001610,link 804
N105,23.8374163,90.5491663,bridge,,A,943,1001611,bridge 796
N105,23.8346386,90.5406386,link,,,1000,1001612,link 805
N105,23.8350552,90.5400552,bridge,,B,621,1001613,bridge 797
N105,23.8371663,90.53813855,link,,,621,1001614,link 806
N105,23.8392774,90.5362219,bridge,,A,780,1001615,bridge 798
N105,23.8446386,90.5313049,link,,,1463,1001616,link 807
N105,23.8465274,90.5295271,bridge,,A,310,1001617,bridge 799
N105,23.8515,90.5250827,link,,,1548,1001618,link 808
N105,23.8602222,90.5179438,bridge,,B,256,1001619,bridge 800
N105,23.8612361,90.51734655,link,,,256,1001620,link 809
N105,23.86225,90.5167493,bridge,,A,513,1001621,bridge 801
N105,23.8663333,90.5143611,link,,,816,1001622,link 810
N105,23.8680271,90.5120556,bridge,,A,228,1001623,bridge 802
N105,23.8686382,90.5111528,link,,,228,1001624,link 811
N105,23.8692493,90.51025,bridge,,A,27,1001625,bridge 803
N105,23.87033265,90.5085278,link,,,27,1001626,link 812
N105,23.871416,90.5068056,bridge,,A,440,1001627,bridge 804
N105,23.8715271,90.5066111,link,,,1493,1001628,link 813
N105,23.8796938,90.5023611,bridge,,A,839,1001629,bridge 805
N105,23.88258285,90.5001804,link,,,839,1001630,link 814
N105,23.8854719,90.4979997,bridge,,A,35,1001631,bridge 806
N105,23.88550191,90.49766962,link,,,574,1001632,link 815
N105,23.8859163,90.4924441,bridge,,B,586,1001633,bridge 807
N105,23.8868608,90.4867219,link,,,2215,1001634,link 816
N105,23.899083,90.4813049,bridge,,A,371,1001635,bridge 808
N105,23.90181243,90.48089391,link,,,444,1001636,link 817
N105,23.9028611,90.4802771,bridge,,A,474,1001637,bridge 809
N105,23.9048889,90.47958265,link,,,474,1001638,link 818
N105,23.9069167,90.4788882,bridge,,A,545,1001639,bridge 810
N105,23.9101944,90.4753327,link,,,803,1001640,link 819
N105,23.9117222,90.4734716,bridge,,A,245,1001641,bridge 811
N105,23.9128472,90.471916,link,,,245,1001642,link 820
N105,23.9139722,90.4703604,bridge,,A,496,1001643,bridge 812
N105,23.91527775,90.4696521,link,,,496,1001644,link 821
N105,23.9165833,90.4689438,bridge,,D,759,1001645,bridge 813
N105,23.91899965,90.4667358,link,,,759,1001646,link 822
N105,23.921416,90.4645278,bridge,,C,280,1001647,bridge 814
N105,23.9225827,90.4620833,link,,,609,1001648,link 823
N105,23.9240549,90.4591944,bridge,,A,670,1001649,bridge 815
N105,23.9277771,90.4543611,link,,,1727,1001650,link 824
N105,23.9340274,90.4473052,bridge,,C,421,1001651,bridge 816
N105,23.9351802,90.4456802,link,,,421,1001652,link 825
N105,23.936333,90.4440552,bridge,,B,225,1001653,bridge 817
N105,23.9373469,90.44273575,link,,,225,1001654,link 826
N105,23.9383608,90.4414163,bridge,,A,307,1001655,bridge 818
N105,23.9395552,90.4401663,link,,,719,1001656,link 827
N105,23.9426108,90.4361663,bridge,,A,587,1001657,bridge 819
N105,23.9447497,90.4322493,link,,,869,1001658,link 828
N105,23.946333,90.4287493,bridge,,A,717,1001659,bridge 820
N105,23.9484719,90.4233327,link,,,2053,1001660,link 829
N105,23.95075,90.4105278,bridge,,C,564,1001661,bridge 821
N105,23.9522222,90.4043889,link,,,698,1001662,link 830
N105,23.95225,90.4038889,bridge,,A,512,1001663,bridge 822
N105,23.95430555,90.40256945,link,,,512,1001664,link 831
N105,23.9563611,90.40125,bridge,,A,454,1001665,bridge 823
N105,23.9660278,90.3989163,link,,,1655,1001666,link 832
N105,23.970166,90.3972497,bridge,,B,148,1001667,bridge 824
N105,23.971416,90.3968052,link,,,431,1001668,link 833
N105,23.9736104,90.3940274,bridge,,A,367,1001669,bridge 825
N105,23.9744993,90.3916108,link,,,440,1001670,link 834
N105,23.9751104,90.3900552,bridge,,C,299,1001671,bridge 826
N105,23.9756104,90.388708,link,,,299,1001672,link 835
N105,23.9761104,90.3873608,bridge,,A,299,1001673,bridge 827
N105,23.97667985,90.3858747,link,,,299,1001674,link 836
N105,23.9772493,90.3843886,bridge,,B,327,1001675,bridge 828
N105,23.9769716,90.382166,link,,,670,1001676,link 837
N105,23.9774438,90.3781104,bridge,,A,340,1001677,bridge 829
N105,23.9774021,90.3766521,link,,,340,1001678,link 838
N105,23.9773604,90.3751938,bridge,,C,239,1001679,bridge 830
N105,23.9774993,90.3736799,link,,,239,1001680,link 839
N105,23.9776382,90.372166,bridge,,A,56,1001681,bridge 831
N105,23.9774993,90.3726382,link,,,840,1001682,link 840
N105,23.9826382,90.3669993,bridge,,C,621,1001683,bridge 832
N105,23.9846106,90.36474965,link,,,621,1001684,link 841
N105,23.986583,90.3625,bridge,,C,604,1001685,bridge 833
N105,23.9895274,90.3582222,link,,,604,1001686,link 842
N105,23.7851941,90.5688049,intersection,N2,A,474,1001922,intersection
N106,22.3935552,91.8215827,intersection,,,480,1001687,intersection
N106,22.39552745,91.8208049,link,,,480,1001688,link 843
N106,22.3974997,91.8200271,bridge,,B,168,1001689,bridge 834
N106,22.39827745,91.819916,link,,,168,1001690,link 844
N106,22.3990552,91.8198049,bridge,,A,173,1001691,bridge 835
N106,22.3997637,91.81958265,link,,,173,1001692,link 845
N106,22.4004722,91.8193604,bridge,,A,178,1001693,bridge 836
N106,22.4020556,91.8191104,link,,,506,1001694,link 846
N106,22.4049722,91.8188882,bridge,,A,117,1001695,bridge 837
N106,22.4055,91.8187771,link,,,117,1001696,link 847
N106,22.4060278,91.818666,bridge,,B,554,1001697,bridge 838
N106,22.4108056,91.8182493,link,,,711,1001698,link 848
N106,22.4121667,91.8185549,bridge,,A,375,1001699,bridge 839
N106,22.41381945,91.81886045,link,,,375,1001700,link 849
