road,lat,lon,model_type,road_to,condition,length,id,name
N106,22.5404163,91.9842774,bridge,,C,215,1001817,bridge 898
N106,22.54124965,91.98473575,link,,,215,1001818,link 908
N106,22.542083,91.9851941,bridge,,A,112,1001819,bridge 899
N106,22.54252745,91.9853052,link,,,112,1001820,link 909
N106,22.5429719,91.9854163,bridge,,A,161,1001821,bridge 900
N106,22.54368025,91.98548575,link,,,161,1001822,link 910
N106,22.5443886,91.9855552,bridge,,A,245,1001823,bridge 901
N106,22.5459997,91.9871108,link,,,318,1001824,link 911
N106,22.5464441,91.987583,bridge,,B,144,1001825,bridge 902
N106,22.54662465,91.98813855,link,,,144,1001826,link 912
N106,22.5468052,91.9886941,bridge,,B,113,1001827,bridge 903
N106,22.54662465,91.9891941,link,,,113,1001828,link 913
N106,22.5464441,91.9896941,bridge,,A,349,1001829,bridge 904
N106,22.54574965,91.9911941,link,,,349,1001830,link 914
N106,22.5450552,91.9926941,bridge,,B,132,1001831,bridge 905
N106,22.54515212,91.99329845,link,,,132,1001832,link 915
N106,22.54524904,91.9939028,bridge,,A,191,1001833,bridge 906
N106,22.54538822,91.9947707,link,,,191,1001834,link 916
N106,22.5455274,91.9956386,bridge,,A,28,1001835,bridge 907
N106,22.5455691,91.99577745,link,,,28,1001836,link 917
N106,22.5456108,91.9959163,bridge,,B,74,1001837,bridge 908
N106,22.5457497,91.9966386,link,,,268,1001838,link 918
N106,22.5458886,91.9983608,bridge,,C,228,1001839,bridge 909
N106,22.54568025,91.99934705,link,,,228,1001840,link 919
N106,22.5454719,92.0003333,bridge,,A,84,1001841,bridge 910
N106,22.54549965,92.00268055,link,,,84,1001842,link 920
N106,22.5455274,92.0050278,bridge,,A,493,1001843,bridge 911
N106,22.5453052,92.0053611,link,,,896,1001844,link 921
N106,22.5439719,92.0088611,bridge,,A,106,1001845,bridge 912
N106,22.5439441,92.0093889,link,,,106,1001846,link 922
N106,22.5439163,92.0099167,bridge,,B,536,1001847,bridge 913
N106,22.5479441,92.0118611,link,,,570,1001848,link 923
N106,22.5481941,92.012,bridge,,A,232,1001849,bridge 914
N106,22.54901355,92.0126528,link,,,232,1001850,link 924
N106,22.549833,92.0133056,bridge,,A,423,1001851,bridge 915
N106,22.5524444,92.0162222,link,,,462,1001852,link 925
N106,22.5526389,92.0165278,bridge,,A,113,1001853,bridge 916
N106,22.5529444,92.0174438,link,,,170,1001854,link 926
N106,22.5530278,92.0179716,bridge,,A,244,1001855,bridge 917
N106,22.55359725,92.018916,link,,,244,1001856,link 927
N106,22.5541667,92.0198604,bridge,,C,381,1001857,bridge 918
N106,22.55472225,92.0217493,link,,,381,1001858,link 928
N106,22.5552778,92.0236382,bridge,,B,368,1001859,bridge 919
N106,22.5559167,92.0266938,link,,,1051,1001860,link 929
N106,22.5585278,92.0325827,bridge,,A,271,1001861,bridge 920
N106,22.5597778,92.0346108,link,,,502,1001862,link 930
N106,22.5611111,92.0359997,bridge,,A,400,1001863,bridge 921
N106,22.5624861,92.03706915,link,,,400,1001864,link 931
N106,22.5638611,92.0381386,bridge,,A,548,1001865,bridge 922
N106,22.5683882,92.0397774,link,,,719,1001866,link 932
N106,22.569666,92.0404997,bridge,,C,604,1001867,bridge 923
N106,22.5721799,92.0416247,link,,,604,1001868,link 933
N106,22.5746938,92.0427497,bridge,,A,165,1001869,bridge 924
N106,22.5758049,92.0435552,link,,,245,1001870,link 934
N106,22.5762493,92.0440274,bridge,,A,216,1001871,bridge 925
N106,22.5774993,92.0454719,link,,,576,1001872,link 935
N106,22.5798049,92.0476663,bridge,,A,162,1001873,bridge 926
N106,22.5802771,92.04823575,link,,,162,1001874,link 936
N106,22.5807493,92.0488052,bridge,,A,175,1001875,bridge 927
N106,22.5815827,92.0501389,link,,,837,1001876,link 937
N106,22.5839441,92.0558611,bridge,,C,415,1001877,bridge 928
N106,22.5852774,92.0595833,link,,,814,1001878,link 938
N106,22.5869163,92.0629722,bridge,,C,719,1001879,bridge 929
N106,22.5900274,92.0690827,link,,,1241,1001880,link 939
N106,22.5935552,92.0714716,bridge,,C,478,1001881,bridge 930
N106,22.5942497,92.0758049,link,,,493,1001882,link 940
N106,22.5943052,92.0758604,bridge,,B,435,1001883,bridge 931
N106,22.59565245,92.0773604,link,,,435,1001884,link 941
N106,22.5969997,92.0788604,bridge,,B,251,1001885,bridge 932
N106,22.59755525,92.0798604,link,,,251,1001886,link 942
N106,22.5981108,92.0808604,bridge,,A,298,1001887,bridge 933
N106,22.5986386,92.0836386,link,,,2579,1001888,link 943
N106,22.6094444,92.0973886,bridge,,A,636,1001889,bridge 934
N106,22.6122222,92.1019722,link,,,1364,1001890,link 944
N106,22.6188049,92.1027778,bridge,,A,242,1001891,bridge 935
N106,22.6190271,92.1029861,link,,,242,1001892,link 945
N106,22.6192493,92.1031944,bridge,,A,134,1001893,bridge 936
N106,22.6203604,92.1038056,link,,,510,1001894,link 946
N106,22.6221104,92.1066111,bridge,,C,170,1001895,bridge 937
N106,22.6225132,92.1073611,link,,,170,1001896,link 947
N106,22.622916,92.1081111,bridge,,B,366,1001897,bridge 938
N106,22.6240827,92.1106667,link,,,650,1001898,link 948
N106,22.6267216,92.1125278,bridge,,A,205,1001899,bridge 939
N106,22.62724935,92.11280555,link,,,205,1001900,link 949
N106,22.6277771,92.1130833,bridge,,B,126,1001901,bridge 940
N106,22.62824935,92.11294445,link,,,126,1001902,link 950
N106,22.6287216,92.1128056,bridge,,A,88,1001903,bridge 941
N106,22.62911045,92.1128056,link,,,88,1001904,link 951
N106,22.6294993,92.1128056,bridge,,A,269,1001905,bridge 942
N106,22.63047155,92.11323615,link,,,269,1001906,link 952
N106,22.6314438,92.1136667,bridge,,A,123,1001907,bridge 943
N106,22.6320549,92.1146389,link,,,881,1001908,link 953
N106,22.6378608,92.1161944,bridge,,B,198,1001909,bridge 944
N106,22.6393608,92.1153056,link,,,898,1001910,link 954
N106,22.6400552,92.1198604,bridge,,C,360,1001911,bridge 945
N106,22.6411663,92.1224716,link,,,377,1001912,link 955
N106,22.6412497,92.1224993,bridge,,A,1021,1001913,bridge 946
N106,22.6446108,92.1289716,link,,,2268,1001914,link 956
N106,22.6474163,92.1364163,bridge,,B,246,1001915,bridge 947
N106,22.6488886,92.1379997,link,,,9793,1001916,link 957
N106,22.6485274,92.2018333,sourcesink,,,0,1001917,sourcesink
N2,23.7059167,90.5214438,intersection,N1,,166,1000008,intersection
N2,23.7068889,90.5204716,link,,,1536,1001919,link 958
N2,23.7182771,90.5156944,bridge,,A,629,1001920,bridge 948
N2,23.723666,90.5136667,link,,,9928,1001921,link 959
N2,23.785333,90.5685549,intersection,N105,A,12,1001922,intersection
N2,23.7853608,90.56872155,link,,,12,1001923,link 960
N2,23.7853886,90.5688882,bridge,,A,500,1001924,bridge 949
N2,23.7856663,90.5705827,link,,,714,1001925,link 961
N2,23.7891108,90.5741104,bridge,,B,19,1001926,bridge 950
N2,23.7892497,90.5742771,link,,,1181,1001927,link 962
N2,23.7977219,90.5808882,bridge,,A,838,1001928,bridge 951
N2,23.8035833,90.5860552,link,,,970,1001929,link 963
N2,23.8044167,90.5869163,bridge,,A,868,1001930,bridge 952
N2,23.8108333,90.5919163,link,,,1335,1001931,link 964
N2,23.8141389,90.5946941,bridge,,B,510,1001932,bridge 953
N2,23.8158608,90.59636075,link,,,510,1001933,link 965
N2,23.8175827,90.5980274,bridge,,B,30,1001934,bridge 954
N2,23.8180549,90.5985274,link,,,943,1001935,link 966
N2,23.8240271,90.6041389,bridge,,A,77,1001936,bridge 955
N2,23.8246104,90.6045,link,,,832,1001937,link 967
N2,23.829666,90.6093056,bridge,,A,245,1001938,bridge 956
N2,23.8313049,90.611,link,,,983,1001939,link 968
N2,23.83620333,90.61582641,bridge,,C,272,1001940,bridge 957
N2,23.8380552,90.6176104,link,,,948,1001941,link 969
N2,23.8420274,90.6225549,bridge,,A,324,1001942,bridge 958
N2,23.8439163,90.6249993,link,,,612,1001943,link 970
N2,23.8455274,90.6272216,bridge,,B,661,1001944,bridge 959
N2,23.8476941,90.62940215,link,,,661,1001945,link 971
N2,23.8498608,90.6315827,bridge,,A,50,1001946,bridge 960
N2,23.8501944,90.6318604,link,,,975,1001947,link 972
N2,23.8552222,90.6386941,bridge,,B,79,1001948,bridge 961
N2,23.8554444,90.6394997,link,,,1400,1001949,link 973
N2,23.8551389,90.6522778,bridge,,A,646,1001950,bridge 962
N2,23.8549861,90.6554167,link,,,646,1001951,link 974
N2,23.8548333,90.6585556,bridge,,A,32,1001952,bridge 963
N2,23.8548056,90.6589167,link,,,501,1001953,link 975
N2,23.8544722,90.6635,bridge,,C,399,1001954,bridge 964
N2,23.85419445,90.66540245,link,,,399,1001955,link 976
N2,23.8539167,90.6673049,bridge,,A,141,1001956,bridge 965
N2,23.8536111,90.6686938,link,,,3318,1001957,link 977
N2,23.8774438,90.6666389,bridge,,A,503,1001958,bridge 966
N2,23.879666,90.66659725,link,,,503,1001959,link 978
N2,23.8818882,90.6665556,bridge,,A,309,1001960,bridge 967
N2,23.8846108,90.6658056,link,,,399,1001961,link 979
N2,23.8853608,90.6655278,bridge,,A,909,1001962,bridge 968
N2,23.8934163,90.6644167,link,,,1160,1001963,link 980
N2,23.8936386,90.6667771,bridge,,B,516,1001964,bridge 969
N2,23.8939719,90.6692771,link,,,516,1001965,link 981
N2,23.8943052,90.6717771,bridge,,A,233,1001966,bridge 970
N2,23.8950274,90.6740271,link,,,243,1001967,link 982
N2,23.8950552,90.6740827,bridge,,B,1019,1001968,bridge 971
N2,23.8994163,90.6825549,link,,,1684,1001969,link 983
N2,23.9048611,90.6851386,bridge,,A,335,1001970,bridge 972
N2,23.9076667,90.6864719,link,,,1023,1001971,link 984
N2,23.9131389,90.6894163,bridge,,A,321,1001972,bridge 973
N2,23.9154167,90.6913886,link,,,746,1001973,link 985
N2,23.9183882,90.6939719,bridge,,A,473,1001974,bridge 974
N2,23.9200271,90.69543025,link,,,473,1001975,link 986
N2,23.921666,90.6968886,bridge,,A,100,1001976,bridge 975
N2,23.9224716,90.6975552,link,,,346,1001977,link 987
N2,23.924166,90.699083,bridge,,B,754,1001978,bridge 976
N2,23.922666,90.7036389,link,,,918,1001979,link 988
N2,23.9307216,90.7045833,bridge,,C,835,1001980,bridge 977
N2,23.9367219,90.7098056,link,,,1099,1001981,link 989
N2,23.9390552,90.7100278,bridge,,A,412,1001982,bridge 978
N2,23.9409163,90.7099861,link,,,412,1001983,link 990
N2,23.9427774,90.7099444,bridge,,C,323,1001984,bridge 979
N2,23.9454441,90.71075,link,,,344,1001985,link 991
N2,23.9456108,90.7108333,bridge,,A,893,1001986,bridge 980
N2,23.94926364,90.71284991,link,,,893,1001987,link 992
N2,23.95291649,90.71486653,bridge,,A,85,1001988,bridge 981
N2,23.9536111,90.71525,link,,,338,1001989,link 993
N2,23.9556111,90.7163333,bridge,,A,524,1001990,bridge 982
N2,23.95770976,90.71749466,link,,,524,1001991,link 994
N2,23.95980843,90.71865602,bridge,,C,222,1001992,bridge 983
N2,23.9615833,90.7196382,link,,,452,1001993,link 995
N2,23.9634167,90.7206382,bridge,,A,257,1001994,bridge 984
N2,23.96444445,90.72120765,link,,,257,1001995,link 996
N2,23.9654722,90.7217771,bridge,,A,512,1001996,bridge 985
N2,23.9695549,90.7242216,link,,,551,1001997,link 997
N2,23.96983612,90.72445595,bridge,,A,362,1001998,bridge 986
N2,23.97111216,90.72551933,link,,,362,1001999,link 998
N2,23.9723882,90.7265827,bridge,,A,426,1002000,bridge 987
N2,23.9738882,90.72784655,link,,,426,1002001,link 999
N2,23.9753882,90.7291104,bridge,,A,170,1002002,bridge 988
N2,23.9766382,90.730166,link,,,353,1002003,link 1000
N2,23.977916,90.7312771,bridge,,C,648,1002004,bridge 989
N2,23.9802216,90.7333886,link,,,807,1002005,link 1001
N2,23.9803882,90.7347774,bridge,,A,30,1002006,bridge 990
N2,23.981416,90.7381941,link,,,189,1002007,link 1002
N2,23.9818604,90.7396663,bridge,,C,301,1002008,bridge 991
N2,23.9827771,90.7424441,link,,,753,1002009,link 1003
N2,23.9853886,90.7457774,bridge,,A,87,1002010,bridge 992
N2,23.9859441,90.7463886,link,,,417,1002011,link 1004
N2,23.9880274,90.7487219,bridge,,A,670,1002012,bridge 993
N2,23.9911941,90.7543611,link,,,1228,1002013,link 1005
N2,23.9936941,90.7590833,bridge,,C,411,1002014,bridge 994
N2,23.99463855,90.76079165,link,,,411,1002015,link 1006
N2,23.995583,90.7625,bridge,,C,39,1002016,bridge 995
N2,23.9957497,90.7628333,link,,,179,1002017,link 1007
N2,23.9963886,90.7640278,bridge,,C,256,1002018,bridge 996
N2,23.996958,90.7651111,link,,,256,1002019,link 1008
N2,23.9975274,90.7661944,bridge,,C,608,1002020,bridge 997
N2,24.0002222,90.7713882,link,,,618,1002021,link 1009
N2,24.0002222,90.7714716,bridge,,C,884,1002022,bridge 998
N2,24.0014861,90.7755966,link,,,884,1002023,link 1010
N2,24.00275,90.7797216,bridge,,A,105,1002024,bridge 999
N2,24.0030278,90.7806938,link,,,1074,1002025,link 1011
N2,24.0066944,90.7891941,bridge,,C,50,1002026,bridge 1000
N2,24.0069722,90.7896108,link,,,418,1002027,link 1012
N2,24.0089167,90.7924719,bridge,,A,731,1002028,bridge 1001
N2,24.0127778,90.7983052,link,,,1484,1002029,link 1013
N2,24.0167493,90.8042778,bridge,,A,147,1002030,bridge 1002
N2,24.0174993,90.8054167,link,,,747,1002031,link 1014
N2,24.0205549,90.81025,bridge,,A,399,1002032,bridge 1003
N2,24.0226104,90.8135,link,,,1112,1002033,link 1015
N2,24.0262493,90.8192216,bridge,,C,292,1002034,bridge 1004
N2,24.0277771,90.8215827,link,,,472,1002035,link 1016
N2,24.0288327,90.8232493,bridge,,D,791,1002036,bridge 1005
N2,24.03073545,90.82636045,link,,,791,1002037,link 1017
N2,24.0326382,90.8294716,bridge,,C,27,1002038,bridge 1006
N2,24.0328049,90.8297493,link,,,756,1002039,link 1018
N2,24.0364719,90.8356663,bridge,,B,271,1002040,bridge 1007
N2,24.0378052,90.8378886,link,,,431,1002041,link 1019
N2,24.0386108,90.8391941,bridge,,C,418,1002042,bridge 1008
N2,24.0393469,90.8410552,link,,,418,1002043,link 1020
N2,24.040083,90.8429163,bridge,,A,421,1002044,bridge 1009
N2,24.0411386,90.8473886,link,,,592,1002045,link 1021
N2,24.0414441,90.848583,bridge,,A,155,1002046,bridge 1010
N2,24.04162465,90.84936095,link,,,155,1002047,link 1022
N2,24.0418052,90.8501389,bridge,,A,390,1002048,bridge 1011
N2,24.0421941,90.8519861,link,,,390,1002049,link 1023
N2,24.042583,90.8538333,bridge,,A,282,1002050,bridge 1012
N2,24.0431941,90.8565278,link,,,990,1002051,link 1024
N2,24.0469163,90.8621389,bridge,,C,266,1002052,bridge 1013
N2,24.0476663,90.863125,link,,,266,1002053,link 1025
N2,24.0484163,90.8641111,bridge,,B,125,1002054,bridge 1014
N2,24.0491941,90.8650833,link,,,204,1002055,link 1026
N2,24.0496663,90.8656389,bridge,,B,420,1002056,bridge 1015
N2,24.0514167,90.8693327,link,,,936,1002057,link 1027
N2,24.0514722,90.874166,bridge,,C,478,1002058,bridge 1016
N2,24.0514861,90.8765132,link,,,478,1002059,link 1028
N2,24.0515,90.8788604,bridge,,C,411,1002060,bridge 1017
N2,24.0515833,90.8829438,link,,,741,1002061,link 1029
N2,24.0518889,90.8861386,bridge,,B,675,1002062,bridge 1018
N2,24.0525,90.8927497,link,,,1304,1002063,link 1030
N2,24.0529167,90.8988608,bridge,,A,371,1002064,bridge 1019
N2,24.0532222,90.9025,link,,,478,1002065,link 1031
N2,24.0533056,90.9035556,bridge,,B,902,1002066,bridge 1020
N2,24.054,90.9124167,link,,,1322,1002067,link 1032
N2,24.0543056,90.9164722,bridge,,B,201,1002068,bridge 1021
N2,24.0545,90.9184716,link,,,496,1002069,link 1033
N2,24.0547222,90.9213049,bridge,,A,79,1002070,bridge 1022
N2,24.0547778,90.9220827,link,,,1856,1002071,link 1034
N2,24.0560278,90.9396108,bridge,,A,212,1002072,bridge 1023
N2,24.0561667,90.9416941,link,,,647,1002073,link 1035
N2,24.0565833,90.9459163,bridge,,B,304,1002074,bridge 1024
N2,24.05666665,90.94740245,link,,,304,1002075,link 1036
N2,24.05675,90.9488886,bridge,,A,260,1002076,bridge 1025
N2,24.0569167,90.9513889,link,,,470,1002077,link 1037
N2,24.0569167,90.9534167,bridge,,A,259,1002078,bridge 1026
N2,24.05695835,90.95469445,link,,,259,1002079,link 1038
N2,24.057,90.9559722,bridge,,C,295,1002080,bridge 1027
N2,24.0575556,90.9587778,link,,,552,1002081,link 1039
N2,24.0576111,90.9612222,bridge,,A,742,1002082,bridge 1028
N2,24.0570833,90.9685271,link,,,859,1002083,link 1040
N2,24.0570278,90.9696382,bridge,,A,490,1002084,bridge 1029
N2,24.0566667,90.9719993,link,,,490,1002085,link 1041
N2,24.0563056,90.9743604,bridge,,A,90,1002086,bridge 1030
N2,24.05625,90.974791,link,,,90,1002087,link 1042
N2,24.0561944,90.9752216,bridge,,A,301,1002088,bridge 1031
N2,24.0558611,90.9783327,link,,,1841,1002089,link 1043
N2,24.0508333,90.9901108,bridge,,C,182,1002090,bridge 1032
N2,24.04983315,90.99090245,link,,,182,1002091,link 1044
N2,24.048833,90.9916941,bridge,,A,277,1002092,bridge 1033
N2,24.047083,90.9934997,link,,,1210,1002093,link 1045
N2,24.0409997,90.9998052,bridge,,A,66,1002094,bridge 1034
N2,24.0405552,91.0002778,link,,,341,1002095,link 1046
N2,24.0390274,91.0023611,bridge,,A,159,1002096,bridge 1035
N2,24.0387219,91.0037778,link,,,493,1002097,link 1047
N2,24.0376386,91.0067778,bridge,,B,64,1002098,bridge 1036
N2,24.0374719,91.0070417,link,,,64,1002099,link 1048
N2,24.0373052,91.0073056,bridge,,A,165,1002100,bridge 1037
N2,24.0368608,91.0090278,link,,,614,1002101,link 1049
N2,24.0360274,91.01325,bridge,,B,271,1002102,bridge 1038
N2,24.03623575,91.01455555,link,,,271,1002103,link 1050
N2,24.0364441,91.0158611,bridge,,A,260,1002104,bridge 1039
N2,24.03666635,91.01711075,link,,,260,1002105,link 1051
N2,24.0368886,91.0183604,bridge,,A,19,1002106,bridge 1040
N2,24.0368886,91.0185271,link,,,601,1002107,link 1052
N2,24.0379441,91.0241382,bridge,,B,417,1002108,bridge 1041
N2,24.0386941,91.0280827,link,,,433,1002109,link 1053
N2,24.0386941,91.0281938,bridge,,A,983,1002110,bridge 1042
N2,24.0390274,91.0299716,link,,,1558,1002111,link 1054
N2,24.0401663,91.0354997,bridge,,C,316,1002112,bridge 1043
N2,24.0404441,91.0369858,link,,,316,1002113,link 1055
N2,24.0407219,91.0384719,bridge,,A,108,1002114,bridge 1044
N2,24.0408886,91.0395552,link,,,1048,1002115,link 1056
N2,24.0426108,91.048583,bridge,,C,60,1002116,bridge 1045
N2,24.0426941,91.0491941,link,,,986,1002117,link 1057
N2,24.0437219,91.0581944,bridge,,A,73,1002118,bridge 1046
N2,24.0437774,91.059,link,,,591,1002119,link 1058
N2,24.0443886,91.0640556,bridge,,B,379,1002120,bridge 1047
N2,24.0446108,91.06591635,link,,,379,1002121,link 1059
N2,24.044833,91.0677771,bridge,,C,102,1002122,bridge 1048
N2,24.0449441,91.0687493,link,,,694,1002123,link 1060
N2,24.0456941,91.074416,bridge,,A,418,1002124,bridge 1049
N2,24.0459441,91.0764299,link,,,418,1002125,link 1061
N2,24.0461941,91.0784438,bridge,,C,9,1002126,bridge 1050
N2,24.0461941,91.0786382,link,,,1572,1002127,link 1062
N2,24.0480274,91.0937497,bridge,,A,421,1002128,bridge 1051
N2,24.04852946,91.09796663,link,,,466,1002129,link 1063
N2,24.048583,91.0984163,bridge,,C,950,1002130,bridge 1052
N2,24.04913855,91.1030276,link,,,950,1002131,link 1064
N2,24.0496941,91.1076389,bridge,,A,15,1002132,bridge 1053
N2,24.0497219,91.10775,link,,,724,1002133,link 1065
N2,24.0508333,91.1144444,intersection,N102,,290,1002134,intersection
N2,24.0533056,91.1146111,link,,,987,1002135,link 1066
N2,24.0584167,91.1186938,bridge,,C,85,1002136,bridge 1054
N2,24.0583333,91.1195271,link,,,1009,1002137,link 1067
N2,24.0571667,91.1285271,bridge,,C,76,1002138,bridge 1055
N2,24.0570556,91.1292216,link,,,963,1002139,link 1068
N2,24.0558889,91.1378608,bridge,,A,112,1002140,bridge 1056
N2,24.0557778,91.1389719,link,,,756,1002141,link 1069
N2,24.0549722,91.1451941,bridge,,A,356,1002142,bridge 1057
N2,24.0543611,91.1486941,link,,,528,1002143,link 1070
N2,24.05425,91.1503889,bridge,,A,828,1002144,bridge 1058
N2,24.0533889,91.1584444,link,,,921,1002145,link 1071
N2,24.0532222,91.1593333,bridge,,C,680,1002146,bridge 1059
N2,24.0528333,91.16265275,link,,,680,1002147,link 1072
N2,24.0524444,91.1659722,bridge,,B,225,1002148,bridge 1060
N2,24.0521111,91.1681938,link,,,516,1002149,link 1073
N2,24.0514167,91.1708882,bridge,,A,714,1002150,bridge 1061
N2,24.0479163,91.1767493,link,,,910,1002151,link 1074
N2,24.0462497,91.1772216,bridge,,C,629,1002152,bridge 1062
N2,24.04452745,91.17877715,link,,,629,1002153,link 1075
N2,24.0428052,91.1803327,bridge,,A,174,1002154,bridge 1063
N2,24.0427774,91.1820549,link,,,977,1002155,link 1076
N2,24.0428052,91.1899441,bridge,,C,197,1002156,bridge 1064
N2,24.042833,91.1919997,link,,,993,1002157,link 1077
N2,24.0430552,91.1997774,bridge,,A,194,1002158,bridge 1065
N2,24.0431108,91.2016944,link,,,489,1002159,link 1078
N2,24.0429997,91.2045,bridge,,A,412,1002160,bridge 1066
N2,24.0419858,91.2062222,link,,,412,1002161,link 1079
N2,24.0409719,91.2079444,bridge,,A,292,1002162,bridge 1067
N2,24.0407497,91.2105,link,,,664,1002163,link 1080
N2,24.0419719,91.2138333,bridge,,C,628,1002164,bridge 1068
N2,24.043833,91.2196938,link,,,808,1002165,link 1081
N2,24.0443608,91.2213882,bridge,,A,823,1002166,bridge 1069
N2,24.0460552,91.2292771,link,,,1512,1002167,link 1082
N2,24.0472219,91.2358608,bridge,,A,311,1002168,bridge 1070
N2,24.0487497,91.2382497,link,,,862,1002169,link 1083
N2,24.0529167,91.2412497,bridge,,A,448,1002170,bridge 1071
N2,24.0566111,91.2431941,link,,,947,1002171,link 1084
N2,24.0599722,91.2464163,bridge,,C,396,1002172,bridge 1072
N2,24.0612222,91.2477913,link,,,396,1002173,link 1085
N2,24.0624722,91.2491663,bridge,,A,105,1002174,bridge 1073
N2,24.0631667,91.2499163,link,,,936,1002175,link 1086
N2,24.0683604,91.2558056,bridge,,A,168,1002176,bridge 1074
N2,24.0694438,91.257,link,,,500,1002177,link 1087
N2,24.0715271,91.2593056,bridge,,C,529,1002178,bridge 1075
N2,24.07322155,91.261125,link,,,529,1002179,link 1088
N2,24.074916,91.2629444,bridge,,B,143,1002180,bridge 1076
N2,24.0758604,91.2639444,link,,,842,1002181,link 1089
N2,24.0803049,91.2687771,bridge,,A,301,1002182,bridge 1077
N2,24.0820827,91.2709438,link,,,1251,1002183,link 1090
N2,24.0823604,91.2796938,bridge,,C,49,1002184,bridge 1078
N2,24.082666,91.2801104,link,,,504,1002185,link 1091
N2,24.0850552,91.2836941,bridge,,A,419,1002186,bridge 1079
N2,24.08602745,91.28536075,link,,,419,1002187,link 1092
N2,24.0869997,91.2870274,bridge,,C,131,1002188,bridge 1080
N2,24.0881108,91.2874997,link,,,831,1002189,link 1093
N2,24.094083,91.2896386,bridge,,A,299,1002190,bridge 1081
N2,24.0967774,91.2906386,link,,,736,1002191,link 1094
N2,24.0995274,91.2936386,bridge,,A,562,1002192,bridge 1082
N2,24.1032778,91.2972219,link,,,1059,1002193,link 1095
N2,24.1069722,91.2999441,bridge,,B,503,1002194,bridge 1083
N2,24.1105556,91.3030833,link,,,759,1002195,link 1096
N2,24.1121667,91.3048611,bridge,,A,748,1002196,bridge 1084
N2,24.1169993,91.3099722,link,,,1243,1002197,link 1097
N2,24.1202771,91.3131667,bridge,,A,504,1002198,bridge 1085
N2,24.1238882,91.3163611,link,,,925,1002199,link 1098
N2,24.1268049,91.3189438,bridge,,B,584,1002200,bridge 1086
N2,24.1313604,91.3215827,link,,,1105,1002201,link 1099
N2,24.1356941,91.3234993,bridge,,B,478,1002202,bridge 1087
N2,24.1396941,91.3253049,link,,,756,1002203,link 1100
N2,24.1416663,91.326916,bridge,,C,722,1002204,bridge 1088
N2,24.1440552,91.3336386,link,,,1043,1002205,link 1101
N2,24.1448886,91.3366108,bridge,,B,679,1002206,bridge 1089
N2,24.1466386,91.3430552,link,,,893,1002207,link 1102
N2,24.1471663,91.345083,bridge,,B,164,1002208,bridge 1090
N2,24.14751355,91.34576355,link,,,164,1002209,link 1103
N2,24.1478608,91.3464441,intersection,N204,,43,1002210,intersection
N2,24.14802745,91.34652745,link,,,43,1002211,link 1104
N2,24.1481941,91.3466108,bridge,,B,205,1002212,bridge 1091
N2,24.14904135,91.34702745,link,,,205,1002213,link 1105
N2,24.1498886,91.3474441,bridge,,B,286,1002214,bridge 1092
N2,24.1510693,91.3479441,link,,,286,1002215,link 1106
N2,24.15225,91.3484441,bridge,,B,85,1002216,bridge 1093
N2,24.1530278,91.3486108,link,,,227,1002217,link 1107
N2,24.15425,91.3487774,bridge,,B,353,1002218,bridge 1094
N2,24.15583335,91.3488191,link,,,353,1002219,link 1108
N2,24.1574167,91.3488608,bridge,,B,162,1002220,bridge 1095
N2,24.15831945,91.34888855,link,,,162,1002221,link 1109
N2,24.1592222,91.3489163,bridge,,C,293,1002222,bridge 1096
N2,24.1603611,91.3489441,link,,,293,1002223,link 1110
N2,24.1615,91.3489719,bridge,,A,48,1002224,bridge 1097
N2,24.1619722,91.3489997,link,,,230,1002225,link 1111
N2,24.1635278,91.3490274,bridge,,A,218,1002226,bridge 1098
N2,24.1645278,91.3490274,link,,,218,1002227,link 1112
N2,24.1655278,91.3490274,bridge,,B,348,1002228,bridge 1099
N2,24.1670691,91.3490274,link,,,348,1002229,link 1113
N2,24.1686104,91.3490274,bridge,,C,163,1002230,bridge 1100
N2,24.16934655,91.3490274,link,,,163,1002231,link 1114
N2,24.1700827,91.3490274,bridge,,B,92,1002232,bridge 1101
N2,24.1709993,91.3490552,link,,,286,1002233,link 1115
N2,24.1727493,91.3490552,bridge,,B,233,1002234,bridge 1102
N2,24.17380485,91.3490552,link,,,233,1002235,link 1116
N2,24.1748604,91.3490552,bridge,,A,466,1002236,bridge 1103
N2,24.17694375,91.3494441,link,,,466,1002237,link 1117
N2,24.1790271,91.349833,bridge,,C,106,1002238,bridge 1104
N2,24.1799993,91.35,link,,,701,1002239,link 1118
N2,24.18534697,91.35033114,bridge,,A,404,1002240,bridge 1105
N2,24.1889719,91.3505556,link,,,641,1002241,link 1119
N2,24.191083,91.3505278,bridge,,A,346,1002242,bridge 1106
N2,24.1926108,91.3505278,link,,,346,1002243,link 1120
N2,24.1941386,91.3505278,bridge,,D,406,1002244,bridge 1107
N2,24.1977774,91.3509167,link,,,487,1002245,link 1121
N2,24.1985274,91.351,bridge,,A,429,1002246,bridge 1108
N2,24.2003887,91.35129165,link,,,429,1002247,link 1122
N2,24.20225,91.3515833,bridge,,A,209,1002248,bridge 1109
N2,24.20319445,91.35175,link,,,209,1002249,link 1123
N2,24.2041389,91.3519167,bridge,,A,310,1002250,bridge 1110
N2,24.2067222,91.3532222,link,,,459,1002251,link 1124
N2,24.2078056,91.3539722,bridge,,C,144,1002252,bridge 1111
N2,24.20834725,91.3543333,link,,,144,1002253,link 1125
